,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
85463,физ. лицо,получение средств,1711.35,безналичный,Витебск,Белинвестбанк-TXFI-045,18-03-2000,23:13:44,успешно,нет,0.0
85497,юр. лицо,получение средств,3009.71,наличный,Брест,Беларусбанк-TVJB-155,06-09-2012,23:59:32,успешно,нет,0.0
85503,юр. лицо,списание средств,3160.08,безналичный,Могилев,МаксБанк-HXGZ-018,13-09-2021,23:16:00,успешно,нет,0.0
85508,юр. лицо,списание средств,1873.94,безналичный,Витебск,МаксБанк-YBRL-288,11-03-2020,23:44:44,неправильный ввод пин-кода,нет,0.0
85523,юр. лицо,списание средств,2508.18,наличный,Гродно,БелАгропромбанк-MYRF-144,26-10-2002,23:58:12,неправильный ввод пин-кода,да,129.82
85548,юр. лицо,списание средств,3906.28,наличный,Могилев,МаксБанк-KOFL-338,19-07-2006,23:54:50,успешно,да,80.81
85684,физ. лицо,списание средств,3940.05,наличный,Брест,Приорбанк-QKSZ-692,27-05-2001,23:43:34,неправильный ввод пин-кода,да,222.25
85700,физ. лицо,получение средств,4913.84,наличный,Гродно,Белинвестбанк-WPAI-035,16-07-2003,23:43:04,успешно,нет,0.0
85756,юр. лицо,получение средств,2807.03,наличный,Брест,Белинвестбанк-TFFI-075,20-05-2005,23:24:04,успешно,нет,0.0
85787,юр. лицо,списание средств,1986.87,наличный,Могилев,Приорбанк-NJCA-545,24-11-2005,23:32:40,недостаточно средств,нет,0.0
85802,физ. лицо,списание средств,3137.35,наличный,Могилев,Приорбанк-PZCK-706,09-10-2005,23:31:43,недостаточно средств,да,287.55
85824,юр. лицо,списание средств,2160.55,безналичный,Гродно,МаксБанк-LTFA-769,22-06-2000,23:23:34,недостаточно средств,нет,0.0
85870,физ. лицо,списание средств,1373.9,безналичный,Гродно,Беларусбанк-BHQT-275,22-01-2014,23:07:59,недостаточно средств,да,46.5
85965,физ. лицо,списание средств,4172.99,наличный,Могилев,Приорбанк-TXXQ-725,30-10-2000,23:45:26,неправильный ввод пин-кода,да,123.9
85977,физ. лицо,списание средств,1589.38,наличный,Гомель,БелАгропромбанк-FTZT-898,23-01-2022,23:54:19,неправильный ввод пин-кода,да,34.7
86042,физ. лицо,списание средств,2294.49,безналичный,Минск,Беларусбанк-DCYF-756,21-10-2007,23:34:54,недостаточно средств,нет,0.0
86043,юр. лицо,списание средств,2381.57,безналичный,Гомель,Белинвестбанк-NFNR-968,27-12-2023,23:13:29,успешно,да,199.93
86046,юр. лицо,списание средств,756.2,безналичный,Брест,Приорбанк-MBRU-510,14-10-2004,23:27:52,недостаточно средств,нет,0.0
86092,физ. лицо,списание средств,2714.71,безналичный,Гомель,Приорбанк-TBZG-593,15-08-2002,23:49:08,недостаточно средств,нет,0.0
86126,юр. лицо,получение средств,3468.76,наличный,Гомель,Беларусбанк-TLGN-848,17-05-2012,23:30:49,успешно,нет,0.0
86175,физ. лицо,получение средств,1544.51,безналичный,Витебск,Беларусбанк-XBNI-447,22-06-2020,23:25:30,успешно,нет,0.0
86178,юр. лицо,списание средств,2890.61,наличный,Могилев,МаксБанк-XMEN-165,28-01-2016,23:18:06,недостаточно средств,нет,0.0
86207,физ. лицо,получение средств,1053.24,наличный,Гомель,Беларусбанк-HHKE-540,12-05-2017,23:54:57,успешно,нет,0.0
86247,юр. лицо,получение средств,4945.03,наличный,Минск,МаксБанк-LMNJ-349,20-03-2005,23:02:22,успешно,нет,0.0
86312,юр. лицо,списание средств,2413.51,безналичный,Гомель,Белинвестбанк-OYBM-850,02-11-2011,23:04:35,недостаточно средств,нет,0.0
86400,юр. лицо,получение средств,4915.71,наличный,Минск,Приорбанк-LNZV-592,08-12-2023,23:47:48,успешно,нет,0.0
86418,юр. лицо,списание средств,3840.16,безналичный,Витебск,Приорбанк-LBGQ-906,23-05-2018,23:59:59,недостаточно средств,да,300.2
86420,физ. лицо,списание средств,3331.0,безналичный,Гродно,Приорбанк-HUXM-818,22-04-2017,23:18:18,недостаточно средств,нет,0.0
86437,физ. лицо,списание средств,824.39,безналичный,Могилев,Белинвестбанк-SDWB-889,28-11-2003,23:41:42,неправильный ввод пин-кода,нет,0.0
86477,юр. лицо,получение средств,2772.96,наличный,Витебск,Беларусбанк-NDIE-198,22-03-2018,23:46:51,успешно,нет,0.0
86500,физ. лицо,списание средств,3408.12,наличный,Могилев,Белинвестбанк-SJSE-000,13-11-2019,23:18:01,недостаточно средств,да,90.22
86514,физ. лицо,получение средств,247.68,безналичный,Витебск,Приорбанк-WFOG-962,17-02-2015,23:14:51,успешно,нет,0.0
86546,физ. лицо,списание средств,1561.48,безналичный,Гродно,Беларусбанк-PQHI-111,12-12-2011,23:15:00,неправильный ввод пин-кода,нет,0.0
86558,физ. лицо,списание средств,2733.72,наличный,Гродно,МаксБанк-EUOJ-031,06-06-2022,23:48:56,недостаточно средств,нет,0.0
86652,физ. лицо,получение средств,111.27,безналичный,Брест,Белинвестбанк-WBUD-322,22-02-2003,23:33:07,успешно,нет,0.0
86723,юр. лицо,списание средств,2567.21,наличный,Гродно,Приорбанк-INGJ-231,05-02-2008,23:42:41,недостаточно средств,да,101.47
86804,физ. лицо,получение средств,3323.19,наличный,Гродно,Белинвестбанк-OMJX-722,17-11-2014,23:09:20,успешно,нет,0.0
87024,юр. лицо,получение средств,2359.99,безналичный,Брест,Белинвестбанк-VSBL-907,31-08-2020,23:45:17,успешно,нет,0.0
87074,физ. лицо,получение средств,1795.91,наличный,Минск,Белинвестбанк-TDMC-616,20-08-2015,23:06:20,успешно,нет,0.0
87155,юр. лицо,получение средств,1428.87,наличный,Гомель,Приорбанк-SPTN-419,30-09-2001,23:04:30,успешно,нет,0.0
87251,физ. лицо,получение средств,2114.58,безналичный,Гомель,БелАгропромбанк-UTVZ-220,27-05-2004,23:32:13,успешно,нет,0.0
87261,юр. лицо,получение средств,2305.69,наличный,Гомель,МаксБанк-VTCA-567,07-09-2017,23:46:38,успешно,нет,0.0
87294,юр. лицо,списание средств,3135.76,безналичный,Гомель,Белинвестбанк-KUYH-281,10-04-2012,23:16:38,неправильный ввод пин-кода,нет,0.0
87378,физ. лицо,получение средств,3164.19,наличный,Гродно,Белинвестбанк-YWSY-909,22-08-2023,23:48:16,успешно,нет,0.0
87407,юр. лицо,списание средств,3749.98,безналичный,Брест,Белинвестбанк-XGPJ-692,15-07-2024,23:58:32,успешно,нет,0.0
87433,юр. лицо,получение средств,4276.51,наличный,Минск,БелАгропромбанк-NAYX-405,31-10-2015,23:29:21,успешно,нет,0.0
